ID: 301, Score: 73, Country: C3
ID: 526, Score: 49, Country: C5
ID: 341, Score: 49, Country: C3
ID: 242, Score: 48, Country: C2
ID: 241, Score: 48, Country: C2
ID: 180, Score: 48, Country: C1
ID: 205, Score: 48, Country: C2
ID: 102, Score: 48, Country: C1
ID: 433, Score: 48, Country: C4
ID: 121, Score: 48, Country: C1
ID: 575, Score: 48, Country: C5
ID: 542, Score: 48, Country: C5
ID: 357, Score: 48, Country: C3
ID: 325, Score: 48, Country: C3
ID: 488, Score: 48, Country: C4
ID: 421, Score: 47, Country: C4
ID: 513, Score: 47, Country: C5
ID: 272, Score: 47, Country: C2
ID: 192, Score: 47, Country: C1
ID: 248, Score: 47, Country: C2
ID: 247, Score: 47, Country: C2
ID: 173, Score: 47, Country: C1
ID: 206, Score: 47, Country: C2
ID: 118, Score: 47, Country: C1
ID: 409, Score: 47, Country: C4
ID: 339, Score: 47, Country: C3
ID: 331, Score: 47, Country: C3
ID: 563, Score: 47, Country: C5
ID: 472, Score: 47, Country: C4
ID: 348, Score: 47, Country: C3
ID: 407, Score: 47, Country: C4
ID: 417, Score: 47, Country: C4
ID: 383, Score: 46, Country: C3
ID: 245, Score: 46, Country: C2
ID: 237, Score: 46, Country: C2
ID: 225, Score: 46, Country: C2
ID: 473, Score: 46, Country: C4
ID: 140, Score: 46, Country: C1
ID: 552, Score: 46, Country: C5
ID: 440, Score: 46, Country: C4
ID: 516, Score: 46, Country: C5
ID: 141, Score: 46, Country: C1
ID: 129, Score: 46, Country: C1
ID: 110, Score: 46, Country: C1
ID: 136, Score: 46, Country: C1
ID: 581, Score: 46, Country: C5
ID: 463, Score: 46, Country: C4
ID: 434, Score: 46, Country: C4
ID: 268, Score: 45, Country: C2
ID: 263, Score: 45, Country: C2
ID: 529, Score: 45, Country: C5
ID: 154, Score: 45, Country: C1
ID: 522, Score: 45, Country: C5
ID: 402, Score: 45, Country: C4
ID: 443, Score: 45, Country: C4
ID: 460, Score: 45, Country: C4
ID: 536, Score: 45, Country: C5
ID: 374, Score: 45, Country: C3
ID: 364, Score: 45, Country: C3
ID: 565, Score: 44, Country: C5
ID: 384, Score: 44, Country: C3
ID: 508, Score: 44, Country: C5
ID: 187, Score: 44, Country: C1
ID: 304, Score: 44, Country: C3
ID: 103, Score: 44, Country: C1
ID: 544, Score: 44, Country: C5
ID: 458, Score: 44, Country: C4
ID: 537, Score: 44, Country: C5
ID: 468, Score: 44, Country: C4
ID: 353, Score: 44, Country: C3
ID: 367, Score: 43, Country: C3
ID: 428, Score: 43, Country: C4
ID: 506, Score: 43, Country: C5
ID: 101, Score: 43, Country: C1
ID: 520, Score: 43, Country: C5
ID: 469, Score: 43, Country: C4
ID: 410, Score: 43, Country: C4
ID: 143, Score: 43, Country: C1
ID: 372, Score: 43, Country: C3
ID: 318, Score: 43, Country: C3
ID: 455, Score: 43, Country: C4
ID: 435, Score: 43, Country: C4
ID: 474, Score: 43, Country: C4
ID: 477, Score: 42, Country: C4
ID: 168, Score: 42, Country: C1
ID: 310, Score: 42, Country: C3
ID: 549, Score: 42, Country: C5
ID: 539, Score: 42, Country: C5
ID: 350, Score: 42, Country: C3
ID: 329, Score: 42, Country: C3
ID: 405, Score: 42, Country: C4
ID: 444, Score: 42, Country: C4
ID: 133, Score: 42, Country: C1
ID: 327, Score: 41, Country: C3
ID: 177, Score: 41, Country: C1
ID: 309, Score: 41, Country: C3
ID: 240, Score: 41, Country: C2
ID: 238, Score: 41, Country: C2
ID: 222, Score: 41, Country: C2
ID: 514, Score: 41, Country: C5
ID: 485, Score: 41, Country: C4
ID: 489, Score: 41, Country: C4
ID: 457, Score: 41, Country: C4
ID: 378, Score: 40, Country: C3
ID: 179, Score: 40, Country: C1
ID: 161, Score: 40, Country: C1
ID: 483, Score: 40, Country: C4
ID: 412, Score: 40, Country: C4
ID: 475, Score: 39, Country: C4
ID: 426, Score: 39, Country: C4
ID: 306, Score: 39, Country: C3
ID: 207, Score: 39, Country: C2
ID: 219, Score: 39, Country: C2
ID: 203, Score: 39, Country: C2
ID: 481, Score: 39, Country: C4
ID: 345, Score: 39, Country: C3
ID: 545, Score: 39, Country: C5
ID: 445, Score: 39, Country: C4
ID: 436, Score: 39, Country: C4
ID: 344, Score: 38, Country: C3
ID: 502, Score: 38, Country: C5
ID: 174, Score: 38, Country: C1
ID: 170, Score: 38, Country: C1
ID: 153, Score: 38, Country: C1
ID: 220, Score: 38, Country: C2
ID: 431, Score: 38, Country: C4
ID: 547, Score: 38, Country: C5
ID: 456, Score: 38, Country: C4
ID: 478, Score: 38, Country: C4
ID: 107, Score: 38, Country: C1
ID: 447, Score: 38, Country: C4
ID: 540, Score: 38, Country: C5
ID: 120, Score: 38, Country: C1
ID: 265, Score: 37, Country: C2
ID: 191, Score: 37, Country: C1
ID: 188, Score: 37, Country: C1
ID: 229, Score: 37, Country: C2
ID: 152, Score: 37, Country: C1
ID: 149, Score: 37, Country: C1
ID: 449, Score: 37, Country: C4
ID: 509, Score: 36, Country: C5
ID: 260, Score: 36, Country: C2
ID: 340, Score: 36, Country: C3
ID: 535, Score: 35, Country: C5
ID: 425, Score: 35, Country: C4
ID: 279, Score: 35, Country: C2
ID: 363, Score: 35, Country: C3
ID: 560, Score: 35, Country: C5
ID: 521, Score: 35, Country: C5
ID: 122, Score: 35, Country: C1
ID: 501, Score: 34, Country: C5
ID: 262, Score: 34, Country: C2
ID: 172, Score: 34, Country: C1
ID: 167, Score: 34, Country: C1
ID: 213, Score: 34, Country: C2
ID: 541, Score: 34, Country: C5
ID: 163, Score: 34, Country: C1
ID: 480, Score: 33, Country: C4
ID: 382, Score: 33, Country: C3
ID: 377, Score: 33, Country: C3
ID: 346, Score: 33, Country: C3
ID: 379, Score: 32, Country: C3
ID: 315, Score: 32, Country: C3
ID: 226, Score: 32, Country: C2
ID: 204, Score: 32, Country: C2
ID: 467, Score: 31, Country: C4
ID: 333, Score: 31, Country: C3
ID: 441, Score: 31, Country: C4
ID: 470, Score: 31, Country: C4
ID: 534, Score: 30, Country: C5
ID: 476, Score: 30, Country: C4
ID: 448, Score: 29, Country: C4
ID: 243, Score: 28, Country: C2
ID: 484, Score: 28, Country: C4
ID: 437, Score: 28, Country: C4
ID: 429, Score: 27, Country: C4
ID: 454, Score: 27, Country: C4
ID: 577, Score: 26, Country: C5
ID: 507, Score: 25, Country: C5
ID: 178, Score: 25, Country: C1
ID: 381, Score: 24, Country: C3
ID: 280, Score: 22, Country: C2
ID: 137, Score: 79, Country: C1ID: 580, Score: 8, Country: C5
ID: 578, Score: 8, Country: C5
ID: 562, Score: 8, Country: C5
ID: 539, Score: 8, Country: C5
ID: 532, Score: 8, Country: C5
ID: 486, Score: 8, Country: C4
ID: 485, Score: 8, Country: C4
ID: 465, Score: 8, Country: C4
ID: 463, Score: 8, Country: C4
ID: 378, Score: 8, Country: C3
ID: 375, Score: 8, Country: C3
ID: 455, Score: 8, Country: C4
ID: 280, Score: 8, Country: C2
ID: 277, Score: 8, Country: C2
ID: 163, Score: 8, Country: C1
ID: 358, Score: 8, Country: C3
ID: 344, Score: 8, Country: C3
ID: 425, Score: 8, Country: C4
ID: 247, Score: 8, Country: C2
ID: 245, Score: 8, Country: C2
ID: 153, Score: 8, Country: C1
ID: 144, Score: 8, Country: C1
ID: 337, Score: 8, Country: C3
ID: 405, Score: 8, Country: C4
ID: 222, Score: 8, Country: C2
ID: 128, Score: 8, Country: C1
ID: 318, Score: 8, Country: C3
ID: 119, Score: 8, Country: C1
ID: 120, Score: 8, Country: C1
ID: 104, Score: 8, Country: C1
ID: 568, Score: 7, Country: C5
ID: 558, Score: 7, Country: C5
ID: 549, Score: 7, Country: C5
ID: 548, Score: 7, Country: C5
ID: 528, Score: 7, Country: C5
ID: 489, Score: 7, Country: C4
ID: 484, Score: 7, Country: C4
ID: 518, Score: 7, Country: C5
ID: 508, Score: 7, Country: C5
ID: 475, Score: 7, Country: C4
ID: 473, Score: 7, Country: C4
ID: 471, Score: 7, Country: C4
ID: 464, Score: 7, Country: C4
ID: 362, Score: 7, Country: C3
ID: 451, Score: 7, Country: C4
ID: 448, Score: 7, Country: C4
ID: 264, Score: 7, Country: C2
ID: 178, Score: 7, Country: C1
ID: 436, Score: 7, Country: C4
ID: 242, Score: 7, Country: C2
ID: 143, Score: 7, Country: C1
ID: 332, Score: 7, Country: C3
ID: 331, Score: 7, Country: C3
ID: 412, Score: 7, Country: C4
ID: 402, Score: 7, Country: C4
ID: 133, Score: 7, Country: C1
ID: 211, Score: 7, Country: C2
ID: 206, Score: 7, Country: C2
ID: 118, Score: 7, Country: C1
ID: 577, Score: 6, Country: C5
ID: 575, Score: 6, Country: C5
ID: 574, Score: 6, Country: C5
ID: 569, Score: 6, Country: C5
ID: 563, Score: 6, Country: C5
ID: 538, Score: 6, Country: C5
ID: 533, Score: 6, Country: C5
ID: 526, Score: 6, Country: C5
ID: 523, Score: 6, Country: C5
ID: 382, Score: 6, Country: C3
ID: 511, Score: 6, Country: C5
ID: 468, Score: 6, Country: C4
ID: 191, Score: 6, Country: C1
ID: 187, Score: 6, Country: C1
ID: 380, Score: 6, Country: C3
ID: 447, Score: 6, Country: C4
ID: 254, Score: 6, Country: C2
ID: 241, Score: 6, Country: C2
ID: 340, Score: 6, Country: C3
ID: 323, Score: 6, Country: C3
ID: 419, Score: 6, Country: C4
ID: 416, Score: 6, Country: C4
ID: 240, Score: 6, Country: C2
ID: 230, Score: 6, Country: C2
ID: 226, Score: 6, Country: C2
ID: 140, Score: 6, Country: C1
ID: 122, Score: 6, Country: C1
ID: 305, Score: 6, Country: C3
ID: 304, Score: 6, Country: C3
ID: 107, Score: 6, Country: C1
ID: 576, Score: 5, Country: C5
ID: 570, Score: 5, Country: C5
ID: 566, Score: 5, Country: C5
ID: 565, Score: 5, Country: C5
ID: 559, Score: 5, Country: C5
ID: 552, Score: 5, Country: C5
ID: 543, Score: 5, Country: C5
ID: 481, Score: 5, Country: C4
ID: 512, Score: 5, Country: C5
ID: 510, Score: 5, Country: C5
ID: 506, Score: 5, Country: C5
ID: 501, Score: 5, Country: C5
ID: 477, Score: 5, Country: C4
ID: 474, Score: 5, Country: C4
ID: 466, Score: 5, Country: C4
ID: 193, Score: 5, Country: C1
ID: 363, Score: 5, Country: C3
ID: 274, Score: 5, Country: C2
ID: 263, Score: 5, Country: C2
ID: 355, Score: 5, Country: C3
ID: 426, Score: 5, Country: C4
ID: 149, Score: 5, Country: C1
ID: 229, Score: 5, Country: C2
ID: 134, Score: 5, Country: C1
ID: 315, Score: 5, Country: C3
ID: 311, Score: 5, Country: C3
ID: 210, Score: 5, Country: C2
ID: 204, Score: 5, Country: C2
ID: 106, Score: 5, Country: C1
ID: 101, Score: 5, Country: C1
ID: 564, Score: 4, Country: C5
ID: 537, Score: 4, Country: C5
ID: 527, Score: 4, Country: C5
ID: 487, Score: 4, Country: C4
ID: 517, Score: 4, Country: C5
ID: 514, Score: 4, Country: C5
ID: 188, Score: 4, Country: C1
ID: 183, Score: 4, Country: C1
ID: 370, Score: 4, Country: C3
ID: 364, Score: 4, Country: C3
ID: 459, Score: 4, Country: C4
ID: 458, Score: 4, Country: C4
ID: 443, Score: 4, Country: C4
ID: 279, Score: 4, Country: C2
ID: 265, Score: 4, Country: C2
ID: 177, Score: 4, Country: C1
ID: 329, Score: 4, Country: C3
ID: 409, Score: 4, Country: C4
ID: 231, Score: 4, Country: C2
ID: 130, Score: 4, Country: C1
ID: 121, Score: 4, Country: C1
ID: 319, Score: 4, Country: C3
ID: 203, Score: 4, Country: C2
ID: 573, Score: 3, Country: C5
ID: 557, Score: 3, Country: C5
ID: 547, Score: 3, Country: C5
ID: 541, Score: 3, Country: C5
ID: 384, Score: 3, Country: C3
ID: 516, Score: 3, Country: C5
ID: 479, Score: 3, Country: C4
ID: 470, Score: 3, Country: C4
ID: 374, Score: 3, Country: C3
ID: 270, Score: 3, Country: C2
ID: 345, Score: 3, Country: C3
ID: 343, Score: 3, Country: C3
ID: 220, Score: 3, Country: C2
ID: 105, Score: 3, Country: C1
ID: 560, Score: 2, Country: C5
ID: 555, Score: 2, Country: C5
ID: 536, Score: 2, Country: C5
ID: 530, Score: 2, Country: C5
ID: 515, Score: 2, Country: C5
ID: 505, Score: 2, Country: C5
ID: 503, Score: 2, Country: C5
ID: 469, Score: 2, Country: C4
ID: 467, Score: 2, Country: C4
ID: 192, Score: 2, Country: C1
ID: 190, Score: 2, Country: C1
ID: 377, Score: 2, Country: C3
ID: 456, Score: 2, Country: C4
ID: 453, Score: 2, Country: C4
ID: 452, Score: 2, Country: C4
ID: 268, Score: 2, Country: C2
ID: 429, Score: 2, Country: C4
ID: 334, Score: 2, Country: C3
ID: 572, Score: 1, Country: C5
ID: 567, Score: 1, Country: C5
ID: 556, Score: 1, Country: C5
ID: 542, Score: 1, Country: C5
ID: 540, Score: 1, Country: C5
ID: 535, Score: 1, Country: C5
ID: 522, Score: 1, Country: C5
ID: 483, Score: 1, Country: C4
ID: 383, Score: 1, Country: C3
ID: 381, Score: 1, Country: C3
ID: 520, Score: 1, Country: C5
ID: 513, Score: 1, Country: C5
ID: 478, Score: 1, Country: C4
ID: 457, Score: 1, Country: C4
ID: 441, Score: 1, Country: C4
ID: 243, Score: 1, Country: C2
ID: 141, Score: 1, Country: C1
ID: 333, Score: 1, Country: C3
ID: 238, Score: 1, Country: C2
ID: 132, Score: 1, Country: C1
ID: 579, Score: 0, Country: C5
ID: 551, Score: 0, Country: C5
ID: 550, Score: 0, Country: C5
ID: 544, Score: 0, Country: C5
ID: 534, Score: 0, Country: C5
ID: 521, Score: 0, Country: C5
ID: 385, Score: 0, Country: C3
ID: 509, Score: 0, Country: C5
ID: 507, Score: 0, Country: C5
ID: 502, Score: 0, Country: C5
ID: 504, Score: 0, Country: C5
ID: 480, Score: 0, Country: C4
ID: 379, Score: 0, Country: C3
ID: 460, Score: 0, Country: C4
ID: 454, Score: 0, Country: C4
ID: 581, Score: 4, Country: C5
ID: 564, Score: 4, Country: C5
ID: 537, Score: 4, Country: C5
ID: 527, Score: 4, Country: C5
ID: 487, Score: 4, Country: C4
ID: 514, Score: 4, Country: C5
ID: 188, Score: 4, Country: C1
ID: 183, Score: 4, Country: C1
ID: 370, Score: 4, Country: C3
ID: 364, Score: 4, Country: C3
ID: 443, Score: 4, Country: C4
ID: 279, Score: 4, Country: C2
ID: 265, Score: 4, Country: C2
ID: 177, Score: 4, Country: C1
ID: 329, Score: 4, Country: C3
ID: 409, Score: 4, Country: C4
ID: 231, Score: 4, Country: C2
ID: 130, Score: 4, Country: C1
ID: 121, Score: 4, Country: C1
ID: 319, Score: 4, Country: C3
ID: 203, Score: 4, Country: C2
ID: 505, Score: 4, Country: C5
ID: 573, Score: 3, Country: C5
ID: 557, Score: 3, Country: C5
ID: 547, Score: 3, Country: C5
ID: 541, Score: 3, Country: C5
ID: 384, Score: 3, Country: C3
ID: 479, Score: 3, Country: C4
ID: 374, Score: 3, Country: C3
ID: 270, Score: 3, Country: C2
ID: 345, Score: 3, Country: C3
ID: 343, Score: 3, Country: C3
ID: 220, Score: 3, Country: C2
ID: 105, Score: 3, Country: C1
ID: 377, Score: 3, Country: C3
ID: 383, Score: 3, Country: C3
ID: 507, Score: 3, Country: C5
ID: 560, Score: 2, Country: C5
ID: 555, Score: 2, Country: C5
ID: 536, Score: 2, Country: C5
ID: 530, Score: 2, Country: C5
ID: 192, Score: 2, Country: C1
ID: 190, Score: 2, Country: C1
ID: 268, Score: 2, Country: C2
ID: 429, Score: 2, Country: C4
ID: 334, Score: 2, Country: C3
ID: 502, Score: 2, Country: C5
ID: 454, Score: 2, Country: C4
ID: 572, Score: 1, Country: C5
ID: 567, Score: 1, Country: C5
ID: 556, Score: 1, Country: C5
ID: 542, Score: 1, Country: C5
ID: 540, Score: 1, Country: C5
ID: 535, Score: 1, Country: C5
ID: 522, Score: 1, Country: C5
ID: 483, Score: 1, Country: C4
ID: 520, Score: 1, Country: C5
ID: 513, Score: 1, Country: C5
ID: 478, Score: 1, Country: C4
ID: 441, Score: 1, Country: C4
ID: 243, Score: 1, Country: C2
ID: 141, Score: 1, Country: C1
ID: 333, Score: 1, Country: C3
ID: 238, Score: 1, Country: C2
ID: 132, Score: 1, Country: C1
ID: 579, Score: 0, Country: C5
ID: 551, Score: 0, Country: C5
ID: 550, Score: 0, Country: C5
ID: 544, Score: 0, Country: C5
ID: 534, Score: 0, Country: C5
ID: 521, Score: 0, Country: C5
ID: 509, Score: 0, Country: C5
ID: 480, Score: 0, Country: C4
ID: 438, Score: 20, Country: C4
ID: 301, Score: 20, Country: C3
ID: 461, Score: 20, Country: C4
ID: 361, Score: 19, Country: C3
ID: 417, Score: 19, Country: C4
ID: 410, Score: 19, Country: C4
ID: 115, Score: 19, Country: C1
ID: 373, Score: 18, Country: C3
ID: 275, Score: 18, Country: C2
ID: 158, Score: 18, Country: C1
ID: 418, Score: 18, Country: C4
ID: 269, Score: 17, Country: C2
ID: 169, Score: 17, Country: C1
ID: 156, Score: 17, Country: C1
ID: 154, Score: 17, Country: C1
ID: 202, Score: 17, Country: C2
ID: 519, Score: 17, Country: C5
ID: 273, Score: 16, Country: C2
ID: 175, Score: 16, Country: C1
ID: 433, Score: 16, Country: C4
ID: 250, Score: 16, Country: C2
ID: 246, Score: 16, Country: C2
ID: 159, Score: 16, Country: C1
ID: 147, Score: 16, Country: C1
ID: 145, Score: 16, Country: C1
ID: 411, Score: 16, Country: C4
ID: 221, Score: 16, Country: C2
ID: 137, Score: 16, Country: C1
ID: 306, Score: 16, Country: C3
ID: 214, Score: 16, Country: C2
ID: 212, Score: 16, Country: C2
ID: 368, Score: 15, Country: C3
ID: 449, Score: 15, Country: C4
ID: 442, Score: 15, Country: C4
ID: 351, Score: 15, Country: C3
ID: 346, Score: 15, Country: C3
ID: 424, Score: 15, Country: C4
ID: 253, Score: 15, Country: C2
ID: 249, Score: 15, Country: C2
ID: 142, Score: 15, Country: C1
ID: 335, Score: 15, Country: C3
ID: 328, Score: 15, Country: C3
ID: 407, Score: 15, Country: C4
ID: 223, Score: 15, Country: C2
ID: 126, Score: 15, Country: C1
ID: 208, Score: 15, Country: C2
ID: 201, Score: 15, Country: C2
ID: 466, Score: 15, Country: C4
ID: 193, Score: 15, Country: C1
ID: 184, Score: 14, Country: C1
ID: 366, Score: 14, Country: C3
ID: 276, Score: 14, Country: C2
ID: 267, Score: 14, Country: C2
ID: 180, Score: 14, Country: C1
ID: 174, Score: 14, Country: C1
ID: 359, Score: 14, Country: C3
ID: 353, Score: 14, Country: C3
ID: 439, Score: 14, Country: C4
ID: 421, Score: 14, Country: C4
ID: 248, Score: 14, Country: C2
ID: 150, Score: 14, Country: C1
ID: 338, Score: 14, Country: C3
ID: 336, Score: 14, Country: C3
ID: 406, Score: 14, Country: C4
ID: 237, Score: 14, Country: C2
ID: 234, Score: 14, Country: C2
ID: 232, Score: 14, Country: C2
ID: 228, Score: 14, Country: C2
ID: 110, Score: 14, Country: C1
ID: 109, Score: 14, Country: C1
ID: 376, Score: 14, Country: C3
ID: 518, Score: 14, Country: C5
ID: 510, Score: 14, Country: C5
ID: 188, Score: 14, Country: C1
ID: 186, Score: 13, Country: C1
ID: 371, Score: 13, Country: C3
ID: 444, Score: 13, Country: C4
ID: 271, Score: 13, Country: C2
ID: 261, Score: 13, Country: C2
ID: 172, Score: 13, Country: C1
ID: 165, Score: 13, Country: C1
ID: 356, Score: 13, Country: C3
ID: 350, Score: 13, Country: C3
ID: 440, Score: 13, Country: C4
ID: 428, Score: 13, Country: C4
ID: 258, Score: 13, Country: C2
ID: 252, Score: 13, Country: C2
ID: 251, Score: 13, Country: C2
ID: 152, Score: 13, Country: C1
ID: 148, Score: 13, Country: C1
ID: 326, Score: 13, Country: C3
ID: 414, Score: 13, Country: C4
ID: 233, Score: 13, Country: C2
ID: 224, Score: 13, Country: C2
ID: 139, Score: 13, Country: C1
ID: 312, Score: 13, Country: C3
ID: 310, Score: 13, Country: C3
ID: 309, Score: 13, Country: C3
ID: 217, Score: 13, Country: C2
ID: 205, Score: 13, Country: C2
ID: 511, Score: 13, Country: C5
ID: 459, Score: 13, Country: C4
ID: 458, Score: 13, Country: C4
ID: 181, Score: 12, Country: C1
ID: 369, Score: 12, Country: C3
ID: 367, Score: 12, Country: C3
ID: 278, Score: 12, Country: C2
ID: 176, Score: 12, Country: C1
ID: 171, Score: 12, Country: C1
ID: 168, Score: 12, Country: C1
ID: 161, Score: 12, Country: C1
ID: 354, Score: 12, Country: C3
ID: 342, Score: 12, Country: C3
ID: 435, Score: 12, Country: C4
ID: 434, Score: 12, Country: C4
ID: 432, Score: 12, Country: C4
ID: 431, Score: 12, Country: C4
ID: 244, Score: 12, Country: C2
ID: 160, Score: 12, Country: C1
ID: 146, Score: 12, Country: C1
ID: 404, Score: 12, Country: C4
ID: 403, Score: 12, Country: C4
ID: 123, Score: 12, Country: C1
ID: 317, Score: 12, Country: C3
ID: 307, Score: 12, Country: C3
ID: 219, Score: 12, Country: C2
ID: 117, Score: 12, Country: C1
ID: 103, Score: 12, Country: C1
ID: 512, Score: 12, Country: C5
ID: 191, Score: 12, Country: C1
ID: 372, Score: 11, Country: C3
ID: 450, Score: 11, Country: C4
ID: 179, Score: 11, Country: C1
ID: 173, Score: 11, Country: C1
ID: 170, Score: 11, Country: C1
ID: 162, Score: 11, Country: C1
ID: 360, Score: 11, Country: C3
ID: 352, Score: 11, Country: C3
ID: 348, Score: 11, Country: C3
ID: 347, Score: 11, Country: C3
ID: 427, Score: 11, Country: C4
ID: 155, Score: 11, Country: C1
ID: 330, Score: 11, Country: C3
ID: 413, Score: 11, Country: C4
ID: 227, Score: 11, Country: C2
